Milk yield,MASC,Protein,LAKT,ANPRENOS_ID_SEQ,RCT,A30,Breed
0,4.06,4.03,4.49,65112087,0.94,44.89,Holstein
13.6,3.68,3.19,4.59,65088664,2.95,35.02,Holstein
0,4.43,3.72,4.52,65088665,1.29,44.66,Holstein
10,4.6,4.19,4.38,65106307,0.58,46.71,Lisasta
11.2,3.83,3.33,4.69,65119901,2.28,39.27,Holstein
9.6,4.62,3.68,4.49,65119899,1.19,44.22,Holstein
13.4,4,3.83,4.82,65117055,0.8,48.99,Holstein
7.4,5.65,3.44,4.59,65117054,1.38,44.82,Holstein
10.8,3.88,3.45,4.76,65116009,1.62,42.66,Holstein
6.5,4.75,3.87,4.75,65104902,0.49,46.54,Lisasta
8.5,4.91,3.96,4.51,65112005,1.15,42.67,Holstein
6.4,4.6,3.86,4.79,65117267,1.4,43.42,Lisasta
7.2,5.21,4.37,4.33,65119381,0.56,45.21,Lisasta
0,3.71,4.26,4.09,65125674,1.96,40.45,Holstein
0,4.63,3.98,4.29,65125673,0.72,47.17,Holstein
11.6,4.03,3.47,4.62,65111794,1.47,43.25,Lisasta
6,4.42,3.82,4.48,65115169,0.34,45.63,Lisasta
6.2,6.76,3.62,4.96,65115233,2,42.2,Lisasta
11.1,4.8,4.33,4.6,65110678,0,48.94,Rjava
6.4,3.91,3.41,4.72,65115606,1.36,44.06,Rjava
11.1,4.68,3.95,4.96,65107862,0.85,46.45,Holstein
7,5.66,4.37,4.69,65107863,0,56.42,Rjava
14.2,3.42,3.9,4.77,65107861,2.28,35.43,Holstein
0,3.96,3.78,4.5,65126003,1.61,42.94,Holstein
11.2,4.61,3.57,4.96,65116668,1.96,42.92,Holstein
0,4.05,3.72,4.78,65125836,1.33,43.28,Rjava
47.6,3.89,3.34,4.87,65105260,1.36,43.54,Holstein
7.6,5.31,3.54,4.65,65113061,1.34,45.06,Lisasta
19,2.76,3.38,4.79,65110847,1.73,43.47,Holstein
0,4.57,3.86,4.64,65126296,2.28,38.95,Lisasta
3.2,4.12,3.15,4.53,65088347,2.33,37.39,Lisasta
10.7,3.83,3.73,4.83,65110848,1.43,41.71,Holstein
0,5.29,3.4,4.77,65126173,1.71,44.61,Lisasta
8.8,4.3,3.54,4.82,65088161,1.59,39.44,Rjava
0,4.27,3.86,4.69,65125381,0.46,48.04,Holstein
0,4.49,4.88,4.94,65126370,0,51.21,Holstein
7.8,6.48,3.98,4.28,65089805,0.52,47.55,Lisasta
5.2,4.06,3.52,4.56,65088978,0.96,47.31,Lisasta
28.7,5.4,4.07,4.76,65089685,0.31,48.8,Holstein
7.6,5.33,3.95,4.5,65089047,1.25,43.55,Lisasta
4.8,4.63,3.71,4.57,65110609,1.64,42.32,Lisasta
0,4.37,3.15,4.82,65125550,2.11,40.62,Lisasta
0,5.5,4.27,4.51,65125551,0.24,47.77,Lisasta
17.1,4.41,4.43,4.85,65105254,0.63,41.33,Holstein
41.7,3.5,3.46,4.79,65105255,1.22,42.08,Holstein
42.1,3.7,3.55,4.69,65105256,1.14,44.6,Holstein
14,4.16,3.45,4.77,65122028,1.75,43.89,Holstein
5.4,4.85,3.34,4.6,65120072,2.23,38.98,Holstein
11.3,4.91,3.69,4.83,65120073,2.08,40.47,Holstein
10.8,4.61,3.68,4.45,65107362,0.38,48.88,Lisasta
8.1,4.67,3.68,4.83,65115381,1.28,46.7,Lisasta
0,4.59,4.23,4.44,65126321,0.04,50.92,Lisasta
0,4.16,4.11,4.79,65124467,0.01,50.32,Lisasta
0,3.74,3.02,4.47,65126437,3.68,32.09,Holstein
7.2,5.42,4.45,4.65,65117157,0.38,48.36,Rjava
3.2,4.35,2.87,4.81,65093681,2.33,37.58,Holstein
11.2,4.12,3.95,4.29,65110947,1.01,47.25,Holstein
0,4.19,3.83,4.55,65126320,1.97,39.41,Lisasta
0,4.69,3.6,4.8,65125837,1.83,42.14,Rjava
0,4.76,3.82,4.4,65126163,2.14,41.78,Lisasta
11.5,3.93,3.63,4.79,65120214,0.85,45.47,Rjava
11.9,5.56,3.99,4.4,65110462,1.08,45.51,Lisasta
10.8,4.39,3.58,4.21,65110463,2.12,40.75,Lisasta
9.5,4.58,3.82,4.55,65110464,1.57,43.07,Lisasta
14.6,5.19,4.01,4.78,65119616,1,46.39,Holstein
39.8,3.37,3.11,4.48,65119617,1.85,43.29,Holstein
15.9,4.35,3.42,4.73,65119609,2.18,39.79,Holstein
9.9,5.59,4.26,4.55,65119610,0.46,48.04,Holstein
0,5.55,5.37,4.33,65122148,0,57.98,Holstein
12,4.75,3.89,4.71,65115902,1.11,46.02,Holstein
11,4.83,3.38,4.93,65091808,1.76,39.93,Lisasta
0,4.09,3.21,4.9,65124894,1.2,46.57,Holstein
8.2,5.23,3.8,4.67,65110071,0.72,49.43,Lisasta
8,5.33,3.51,4.85,65113063,1.23,46.69,Holstein
10.2,3.93,3.38,4.64,65113062,1.69,43.29,Holstein
0,4.3,3.33,4.69,65125057,1.83,43.6,Holstein
0,4.02,3.82,4.68,65124622,1.13,43.94,Holstein
0,4.65,3.57,4.69,65124621,2.24,39.84,Holstein
0,5.48,3.91,4.78,65124782,1.29,45.38,Holstein
11.3,5.23,4.28,4.68,65091462,0,47.72,Holstein
6.8,5.16,4.06,4.61,65091463,0.12,48.08,Holstein
17.8,4.35,3.21,4.8,65120269,2.11,40.81,Holstein
0,4.13,3.35,4.78,65126044,1.79,41.08,Rjava
0,4.48,3.28,4.63,65126045,1.77,43.08,Rjava
0,5.55,4.5,4.7,65125909,0.27,47.3,Holstein
9.2,3.73,3.22,4.62,65110969,2.45,38.47,Lisasta
4.5,4.73,3.68,4.71,65101074,2.39,34.31,Lisasta
6.8,4.06,3.48,4.44,65121932,2,42.97,Lisasta
9.4,4.09,3.46,4.54,65116114,1.83,43.05,Holstein
12.6,4.98,4.08,4.75,65112001,1.22,44.28,Holstein
10.1,4.76,4.05,4.91,65112000,0.59,44.82,Holstein
5.4,4.61,4.13,4.72,65088537,1.01,43.59,Lisasta
8.5,4.55,3.94,4.7,65105846,1.02,42.56,Lisasta
10.6,3.97,3.88,4.64,65116816,1.18,44.61,Lisasta
7,5.11,3.77,4.54,65105311,1.23,44.75,Holstein
7.2,4.51,3.51,4.6,65105310,0.82,46.87,Lisasta
6.6,5.71,3.98,4.59,65096964,0.98,44.49,Lisasta
13.4,3.29,3.61,5.09,65091050,0,46.09,Rjava
0,4.77,3.65,4.57,65126371,1.2,44.56,Holstein
5.8,3.97,3.35,4.91,65096963,0.6,47.5,Holstein
0,6.1,3.52,4.66,65124545,1.95,43.89,Lisasta
9,3.82,3.54,4.68,65097462,1.55,39.7,Lisasta
13.4,3.88,2.95,4.72,65100837,2.06,39.56,Lisasta
9.3,4.81,3.82,4.91,65100616,1.2,44.02,Lisasta
9.9,4.27,4.17,4.8,65100617,0.84,43.36,Lisasta
5.7,4.62,3.74,4.63,65121889,1.71,44.11,Lisasta
7,4.55,3.96,4.53,65090953,1.11,40.43,Holstein
9,4.51,3.45,4.58,65085252,1.68,41.96,Holstein
0,3.82,3.81,4.1,65124956,2.27,37.77,Holstein
0,4.68,4.41,4.69,65124955,1.13,43.37,Holstein
0,5.78,4.46,4.55,65124954,1.59,43.28,Lisasta
4.7,3.48,3.01,4.67,65087862,1.86,42.07,Holstein
6.2,2.86,3.56,3.85,65091794,3.02,26.12,Rjava
0,3.45,3.21,4.77,65125986,2.67,37.29,Holstein
7.9,4.19,3.58,4.62,65085407,1.26,41.86,Holstein
22.7,3.74,4.05,4.85,65090826,0.63,42.95,Holstein
0,5.4,4.02,4.41,65125873,0.73,47.37,Rjava
0,4.2,3.94,4.47,65126243,2.55,41.93,Rjava
7,5.21,3.38,4.45,65085572,1.8,40.64,Lisasta
8,4.62,4.6,4.52,65115114,0.83,47.16,Lisasta
12,4.13,3.9,4.7,65085587,1.9,38.57,Holstein
14.9,4.12,3.39,4.72,65091464,1.13,43.05,Holstein
8.2,4.73,4.03,4.62,65111025,0.59,47.12,Lisasta
12.6,4.16,3.58,4.81,65088076,1.75,41.17,Holstein
14,4.2,2.85,4.99,65088077,2.14,42.55,Holstein
6.4,5.33,3.41,4.7,65085349,1.4,42.58,Holstein
7.4,5.17,3.67,4.68,65085350,0.73,48.7,Holstein
5.8,3.75,3.73,4.54,65102367,0.74,46.44,Lisasta
7.9,4.68,3.68,4.59,65115851,1.36,46.05,Lisasta
12.6,4.24,3.61,4.56,65115353,1.03,44.97,Holstein
14,3.13,3.52,4.67,65091867,2.22,33.51,Holstein
12.2,4.62,3.64,4.72,65085288,1.07,42.83,Rjava
12.8,3.46,3.5,4.82,65110849,1.39,44.29,Holstein
10.1,4.33,3.35,4.79,65085685,1.6,42.99,Lisasta
11,4.77,3.52,4.65,65091748,1.01,46.23,Holstein
13.7,4.13,3.72,4.82,65105045,1.05,47.21,Holstein
10.4,4.18,3.64,4.77,65105046,0.93,46.45,Holstein
13.1,3.95,4.11,4.57,65112007,0.82,44.13,Holstein
14.8,3.04,3.61,4.73,65094012,1.08,42.66,Holstein
16.5,4.39,4.1,4.54,65094011,0,53.86,Holstein
15.4,4.07,3.32,4.8,65119805,0.56,48.74,Holstein
0,4.85,3.76,4.8,65122505,1.88,41.69,Holstein
12,4.03,3.34,4.78,65092338,1.78,40.48,Lisasta
8,4.1,3.27,4.66,65105556,1.26,45.95,Lisasta
12,3.9,3.42,4.71,65116399,2.54,36.1,Holstein
8,4.21,4.18,4.74,65088162,0.61,46.43,Rjava
8.7,5.9,3.55,4.87,65085121,1.72,41.18,Lisasta
9.2,4.85,3.8,4.6,65088661,1.23,44.27,Holstein
17.8,6.05,3.8,4.58,65085943,0.44,49.18,Holstein
12.5,4.53,2.79,4.51,65092462,3.36,32.39,Holstein
10.6,4.13,3.93,4.45,65116775,1.63,41.6,Lisasta
5.4,4.68,3.64,4.34,65088283,1.32,43.93,Holstein
6.8,4.34,3.94,4.74,65088282,1.55,41.15,Holstein
6,4.48,4.22,4.63,65104269,0.52,44.89,Holstein
6.9,6.02,3.85,4.66,65121905,1.55,45.55,Lisasta
13.2,5.63,3.32,4.7,65092405,1.56,40.54,Holstein
5,3.11,3.06,4.66,65094051,0.96,43.93,Holstein
6,5.16,3.49,4.6,65085511,2.9,36,Lisasta
0,4.63,3.91,4.82,65125295,1,44.81,Lisasta
9.9,4.65,4.27,4.59,65093854,0.24,46.52,Holstein
10.6,8.86,4.36,4.3,65092349,0,55.43,Lisasta
9.5,4.23,3.4,4.68,65093509,1.85,41.2,Holstein
9.2,3.9,4.16,4.75,65090961,0.09,46.57,Holstein
6,5.19,3.62,4.63,65100890,0.79,43.89,Lisasta
18,3.65,3.6,4.95,65104620,2.4,37.89,Holstein
12.3,4.28,3.55,4.58,65115660,1.32,42.26,Rjava
11.9,3.72,3.54,4.55,65115661,1.1,44.19,Rjava
9.4,4.43,3.6,4.69,65115662,1.45,43.21,Rjava
7.4,4.52,4.44,4.66,65092388,0.5,42.27,Rjava
8.5,6.12,5.11,4.37,65099707,0,56.3,Holstein
13.4,3.62,3.35,4.77,65085216,2.32,36.06,Holstein
11.4,4.24,3.99,4.73,65085218,1.24,42.14,Holstein
11,4.86,3.52,4.73,65088478,1.56,41.6,Holstein
15,4.18,3.93,4.5,65088723,0,51.05,Holstein
4.4,4.01,3.75,4.36,65115156,2.53,36.14,Lisasta
7,5.03,3.97,4.85,65097438,1.44,40.86,Lisasta
6.6,5.12,3.41,4.99,65107561,1.85,42.51,Holstein
8,4.12,2.89,4.42,65088358,2.95,36.11,Holstein
9,5.01,4.5,4.38,65088889,0.11,47.65,Holstein
11.4,4.74,3.45,4.94,65089376,0.89,44.53,Holstein
14.6,3.25,3.62,4.75,65089377,0.71,44,Holstein
13.4,4.66,4.1,4.6,65088887,1.24,42.57,Holstein
16.6,3.35,3.32,4.75,65088888,1.41,42.97,Holstein
6.2,5.04,4.25,4.51,65105781,1.68,39.16,Lisasta
10.7,5.1,4.33,4.95,65101133,0,45.89,Holstein
10.2,4.52,4.48,4.4,65119861,0,78.14,Lisasta
8.9,4.39,3.46,4.78,65100618,0.49,48.3,Lisasta
4.5,4.48,4.35,5.08,65090962,0,46,Holstein
5.4,4.19,3.42,4.7,65091026,1.03,42.98,Holstein
5.2,4.26,3.81,4.76,65091027,0.86,39.99,Holstein
13,3.74,3.4,4.71,65104761,1.4,44.53,Holstein
13,5.61,4.44,4.61,65100736,0.5,45.73,Holstein
12.6,4.38,3.67,4.68,65104573,0.91,45.67,Holstein
14.2,4.34,3.68,4.82,65104395,0.5,49.29,Lisasta
0,4.34,3.44,4.71,65124830,1.89,41.43,Lisasta
13.8,4.58,3.68,4.81,65104574,1.39,42.27,Holstein
10.8,4.23,3.93,4.64,65088536,1.97,39.62,Lisasta
0,3.52,3.54,4.85,65104316,1.33,44.12,Holstein
3,6.22,4.01,4.84,65093925,0.03,49.7,Lisasta
8.2,5.49,3.86,4.78,65093924,1,43.53,Lisasta
8.8,5.15,3.99,4.64,65105446,1.15,44.53,Holstein
12.5,4.12,3.74,4.71,65089418,0.82,45.05,Rjava
11.8,4.87,3.45,4.55,65089921,2.01,36.82,Holstein
0,3.6,3.34,4.71,65126372,1.44,47.37,Holstein
6.8,5.58,3.98,4.47,65105329,0.59,49.07,Lisasta
0,4.44,4.09,4.59,65125382,0.27,47.72,Rjava
12.2,4.99,4.09,4.77,65100957,0,50.31,Holstein
8,4.35,3.95,4.76,65100956,1.02,43.3,Holstein
10,4.27,4.2,4.57,65100955,1.78,37.35,Holstein
7.5,4.08,3.27,4.59,65092324,2.06,36.67,Lisasta
8.3,4.03,3.57,4.65,65089399,0.26,46.67,Lisasta
5.6,4.19,3.53,4.65,65094332,1.64,38.48,Lisasta
7.9,4.06,3.84,4.55,65101062,2.46,32.16,Lisasta
4.9,2.5,3.69,4.77,65101063,0.92,44.52,Lisasta
22.7,2.96,3.13,4.84,65091166,2.39,36.08,Holstein
23.2,3.71,3.47,4.85,65091167,0.6,45.94,Holstein
22.1,3.89,3.21,4.44,65091168,1.64,40.48,Holstein
13.2,2.51,3.07,4.99,65091169,1.57,40.99,Holstein
9.1,5.56,3.68,4.4,65091170,1.28,41.4,Holstein
9.1,4.85,4.57,4.53,65085871,0,52.96,Lisasta
0,4.2,3.33,4.78,65112093,1.42,43.79,Lisasta
0,4.77,4.11,4.67,65112094,1.39,42.78,Holstein
0,4.24,3.75,4.65,65112090,1.2,43.74,Lisasta
0,4.2,4.16,4.86,65112091,0.5,47.16,Holstein
10,3.04,3.65,4.73,65111916,1.22,44.43,Holstein
10.7,5.5,4.23,4.69,65112002,0,55.3,Holstein
23.7,3.87,3.44,4.25,65106192,3.06,33.91,Lisasta
10.6,4.49,3.72,4.84,65088675,1.79,40.32,Holstein
21.8,4.33,3.29,4.64,65106193,1.65,41.75,Lisasta
13.4,4.47,3.31,4.5,65115527,1.74,43.86,Holstein
15.5,3.87,3.26,4.72,65115528,1.53,43.53,Holstein
13.2,4.12,3.51,4.96,65115529,1.36,45.7,Holstein
25.4,4.35,3.93,4.79,65106194,1.29,45.23,Lisasta
6.2,4.21,3.95,4.67,65107501,1.32,42.24,Lisasta
8.8,4.02,3.23,4.74,65107399,1.73,42.99,Holstein
5,3.43,3.66,4.95,65107400,0,52.77,Lisasta
10.6,3.94,3.42,4.64,65116846,1.17,46.27,Rjava
8.4,6.01,4.33,4.35,65110072,0.44,49.94,Lisasta
9.4,4.25,3.73,4.5,65110465,1.06,45.52,Lisasta
10,3.99,3.65,4.65,65093668,1.45,39.84,Lisasta
11,4.23,3.85,4.39,65093666,1.49,37.94,Lisasta
8,4.58,4.28,4.47,65093667,1.84,36.99,Lisasta
0,4.72,4.01,4.81,65124468,0.86,45.07,Lisasta
8.5,3.51,3.09,4.51,65099547,1.24,47.52,Lisasta
7.3,5.89,4.3,4.3,65094103,0.57,46.2,Holstein
12,6.05,3.64,4.47,65117114,2.58,38.13,Holstein
8.7,5.57,4.14,4.86,65093757,0.55,48.14,Holstein
7.4,5.17,3.76,4.05,65117115,1.78,42.33,Holstein
9,4.62,3.42,4.85,65088442,2.32,38.68,Rjava
7.1,4.55,3.59,4.65,65088445,1.77,39.46,Rjava
6.4,4.99,3.26,4.74,65122043,2.3,41.87,Holstein
11.4,5.8,3.02,4.43,65107774,2.4,36.34,Lisasta
19.2,4.38,3.51,4.58,65106185,1.72,42.83,Lisasta
16.7,3.79,3.85,4.5,65106189,1.76,40.84,Lisasta
29.3,4.2,3.25,4.6,65106190,2,40.46,Lisasta
8.7,4.65,3.13,4.73,65102511,1.39,46.87,Lisasta
15.2,2.48,3.03,4.91,65115204,1.77,43.33,Lisasta
14,4.53,3.91,4.65,65117063,0.66,48.07,Holstein
9.2,7.05,5.44,4.28,65115205,0,59.38,Holstein
6.2,4.73,3.82,4.51,65119782,1.11,45,Lisasta
6.6,4,3.41,4.55,65120303,1.35,43.78,Rjava
6.5,4.78,3.38,4.47,65115260,1.72,42.51,Lisasta
6,5.32,4.41,4.32,65094042,0,50.52,Rjava
14.4,4.92,4.24,4.42,65117064,0.45,49.5,Holstein
10.5,4.47,3.37,4.98,65116669,2.79,37,Holstein
6.1,3.51,4.18,4.64,65120497,0.9,42.22,Lisasta
0,3.3,3.26,4.91,65125070,1.2,47.52,Holstein
0,3.66,3.51,4.84,65125069,0.8,49.21,Holstein
7,4.22,3.78,4.66,65115382,0.49,47.14,Lisasta
16,6.01,3.59,4.58,65105367,2.29,41.78,Holstein
12.3,4.77,3.84,4.86,65105368,1.22,43.75,Holstein
22.2,4.42,2.92,4.71,65105369,2.35,40.34,Holstein
17,2.82,3.26,4.76,65088879,1.96,41.23,Holstein
9.8,4.97,4.14,4.62,65105370,0.97,44.34,Holstein
13.9,4.72,3.75,4.73,65105371,1.11,45.14,Holstein
10,5.62,4.37,4.39,65105584,0,55.36,Lisasta
0,3.17,3.11,4.56,65124831,2.36,39.09,Holstein
0,5.27,4.6,4.6,65125316,1.29,41.1,Holstein
15.8,4.45,2.94,4.62,65097139,2.57,35.89,Holstein
21,4.19,3.18,4.59,65094169,2.71,35.02,Holstein
14.8,5.04,3.78,4.31,65094171,1.72,40.63,Holstein
7,5.13,4.56,4.41,65094170,0.3,43.71,Holstein
0,4.65,3.5,4.63,65125483,2.12,39.87,Lisasta
4,5.37,3.37,4.48,65122079,1.43,45.55,Lisasta
4,5.51,3.76,4.39,65122080,2.09,40.69,Lisasta
2,4.54,3.08,4.83,65122081,1.95,42.32,Lisasta
11,4.81,3.38,4.79,65115840,1.98,43.28,Holstein
11,4.19,3.43,4.87,65115841,1.84,42.45,Holstein
11.2,4.55,4,4.58,65115839,0.63,47.67,Lisasta
0,5.28,4.01,4.62,65124517,0.85,48.01,Lisasta
0,4.42,3.54,4.62,65124518,1.17,45,Lisasta
12.8,3.4,4.01,4.83,65088892,1.35,42.94,Holstein
0,4.46,3.56,4.86,65124447,0.67,51.72,Holstein
0,4.65,3.45,4.89,65126322,1.74,44.3,Lisasta
17.2,3.61,3.43,4.74,65099449,1.77,40.06,Lisasta
17.1,3.93,3.7,4.93,65099448,0.87,44.51,Lisasta
0,4.59,3.69,4.6,65124703,2.18,39.58,Holstein
0,3.55,3.45,4.51,65124702,2.06,44.13,Holstein
0,4.54,3.51,4.76,65124701,1.38,46.91,Holstein
16.4,3.02,3.41,4.63,65115302,1.88,43.54,Holstein
11.8,5.19,3.88,4.59,65115304,0.48,47.97,Holstein
20.5,3.52,3.11,4.57,65115303,1.97,42.4,Holstein
5.7,4.53,3.55,5.05,65089417,1.55,39.57,Lisasta
12.6,4.04,2.89,4.84,65115792,2.56,41.11,Holstein
10.2,5.8,3.22,4.64,65102573,2.19,39.38,Lisasta
0,3.7,4.12,4.66,65122149,0.13,51.18,Lisasta
19.6,5.73,3.56,4.51,65119619,2.74,35.75,Holstein
0,5.53,4.28,4.59,65124957,0,52.98,Lisasta
5.2,5.72,3.19,4.44,65094333,2.61,34.57,Lisasta
7,4.22,3.9,4.37,65088609,1.17,41.77,Lisasta
0,5.7,5.05,4.85,65122627,0,57.05,Lisasta
10.8,4.86,3.91,4.81,65120074,0.96,45.68,Holstein
10.4,3.97,3.32,4.7,65119862,1.05,47.83,Holstein
11.8,4.52,3.86,4.61,65112008,0.22,50.54,Holstein
8.2,5.15,3.92,4.63,65106054,1.49,43.98,Lisasta
6.6,4.33,4.53,5.17,65115115,0,58.17,Lisasta
0,5.53,3.88,4.51,65122203,1.35,44.7,Lisasta
4.8,4.66,3.45,4.95,65091498,1.49,39.64,Lisasta
0,4.62,4.41,4.44,65125129,0.75,45.35,Lisasta
7,4.06,3.27,4.47,65093682,2.15,39.69,Holstein
6.3,5.84,3.8,4.6,65121973,2.34,40.29,Lisasta
0,4.01,3.54,4.68,65125383,1.06,43.67,Rjava
14.8,4.33,3.78,4.67,65120216,1.32,43.26,Rjava
4.5,4.25,3.17,4.34,65120215,2.46,36.77,Rjava
0,5.01,3.29,4.82,65126016,2.37,39.56,Holstein
0,5.88,3.91,4.86,65125552,0.75,50.33,Lisasta
9.6,3.78,3.84,4.6,65116818,0.94,46.25,Lisasta
35.7,5.42,3.52,4.54,65105257,1.11,47.36,Holstein
25.2,4.48,3.53,4.47,65105263,2.13,37.64,Holstein
26.7,4.37,4.03,4.77,65105264,0.87,44.52,Holstein
8.6,3.82,3.84,4.7,65116911,0.98,45.44,Holstein
8.6,4.59,3.82,4.65,65097441,0.63,45.77,Lisasta
6.6,4.2,4.06,4.57,65097442,0,48.68,Lisasta
6.2,5.95,4.32,4.55,65116942,0.18,49.15,Rjava
7.4,3.74,3.1,4.78,65115871,2.87,36.12,Lisasta
8.9,4.18,2.9,4.79,65112204,2.93,34.95,Lisasta
9.5,4.19,3.6,4.61,65110971,2,40.06,Lisasta
7,5.75,4.13,4.65,65119382,0,52.29,Lisasta
8.2,5.89,4.5,4.42,65085488,0,52.18,Lisasta
14.9,4.91,3.98,4.57,65105747,0.2,49.75,Lisasta
5.2,2.69,3.57,4.71,65100737,1.45,44.51,Holstein
5.6,3.75,4.09,4.73,65088704,0.95,41.21,Lisasta
11.2,4.81,3.82,4.69,65099359,0.54,51.25,Lisasta
9.4,3.92,3.18,4.45,65089079,1.9,40.6,Rjava
6.6,6.34,3.6,4.64,65089086,1.83,42.12,Lisasta
4.8,5.59,3.89,4.32,65101116,1.07,43.19,Lisasta
9.8,4.45,4.83,4.65,65110850,0,52.29,Holstein
4.5,3,2.6,4.53,65087864,3.47,32.14,Holstein
4,3.13,3.06,4.52,65087863,1.76,41.42,Holstein
10.6,4.11,3.46,4.44,65112161,1.95,42.87,Holstein
16,4.19,3.07,4.74,65120127,2.33,39.81,Lisasta
13.6,3.83,3.46,4.99,65091749,1.52,40.31,Holstein
8,4.94,3.31,4.64,65105655,1.97,43.22,Holstein
0,4.11,3.62,4.74,65126047,1.63,43.09,Rjava
6.8,4.61,3.67,4.79,65096841,0.78,44.44,Rjava
4.7,4.6,3.97,4.91,65115702,0.58,46.05,Lisasta
16.1,4.05,3.74,4.8,65119765,1.16,45.35,Holstein
7,3.34,3.39,4.65,65110610,1.01,46.02,Lisasta
7,3.47,2.7,4.6,65110586,2.6,36.52,Lisasta
5.4,5.73,3.81,4.56,65085122,1.68,41.34,Lisasta
15.1,4.27,3.31,4.86,65093855,1.17,45.3,Holstein
8.6,3.94,3.13,4.92,65089922,1.27,42.08,Holstein
13.5,4.18,3.69,4.76,65085491,1.08,42.35,Lisasta
5,5.14,2.99,4.61,65107560,2.21,40.21,Holstein
9.1,4.74,2.96,5.14,65091400,2.56,38.26,Holstein
0,4.24,3.87,4.71,65124519,0.71,47.94,Lisasta
0,4.07,4.22,4.79,65126297,2.05,39.13,Lisasta
9.6,3.58,3.55,4.7,65097668,0.91,45.25,Lisasta
6,5.55,4.46,4.52,65088078,1.14,43.6,Holstein
12.4,4.17,4.02,4.66,65088662,2.14,35.46,Holstein
6.5,6.35,4.27,4.73,65121906,0.17,54.33,Lisasta
6.3,4.7,3.5,4.85,65100619,1.27,43.82,Lisasta
12.8,4.54,3.47,4.84,65100822,1.53,42.65,Holstein
6.4,5.28,3.68,4.68,65105485,1.4,43.02,Lisasta
18,3.43,3.12,4.65,65094015,2.46,36.8,Holstein
17.2,3.59,3.58,4.84,65094014,1.51,38.38,Holstein
15.2,3.52,3.62,4.54,65094013,1.32,39.8,Holstein
6,4.62,3.73,4.85,65092463,1.77,37.37,Lisasta
8.3,4.84,3.93,4.72,65089304,0.66,43.42,Lisasta
9.4,4.82,3.91,4.66,65089476,1.52,37.92,Holstein
6,5.02,3.38,4.6,65105664,1.7,43.68,Holstein
12.4,3.38,3.59,4.83,65089477,1.55,39.72,Holstein
10.3,4.01,3.36,4.63,65089478,1.84,39.25,Holstein
13.2,3.74,3.4,4.72,65089479,1.7,39.66,Holstein
20,3.3,2.93,4.91,65085752,2.69,38.76,Holstein
5.4,3.3,3.92,4.54,65089441,1.53,38.66,Lisasta
10,4.86,3.91,4.82,65088856,0.53,46.12,Lisasta
13.6,3.04,3.46,4.63,65091542,1.85,37.84,Holstein
11,5.51,3.82,4.82,65089097,0.37,49.19,Lisasta
9.3,3.37,3.4,4.76,65099509,2.23,36.51,Lisasta
9.8,4.76,4.29,4.65,65085490,1.1,40.92,Lisasta
9,4.96,3.8,4.75,65085489,0.58,48.14,Lisasta
6.8,3.98,3.87,4.71,65090954,0,49.08,Holstein
0,4.62,3.55,4.76,65125254,1.77,41.86,Lisasta
2,5.61,4.61,4.42,65093640,0,47.67,Lisasta
8.8,3.51,3.27,4.71,65093639,1.09,42.66,Lisasta
7,3.89,3.39,4.51,65119835,2.04,40.24,Holstein
9,5.14,3.68,4.62,65107750,0.89,46.66,Rjava
10.6,4.39,4.06,4.64,65101172,0.6,47.44,Lisasta
10.2,4.27,3.39,4.55,65097653,1.56,41.48,Holstein
6.4,4.13,3.43,4.48,65102306,1.59,41.64,Rjava
8.5,4.23,3.59,4.61,65096957,1.86,38.73,Lisasta
0,5.79,4.01,4.57,65125874,0.45,49.6,Rjava
5,3.55,3.14,4.71,65117256,1.01,46.47,Holstein
6.8,5.14,3.85,4.54,65097437,0.36,47.31,Lisasta
7,5.04,3.38,4.58,65094334,1.56,42.51,Lisasta
10.5,4.35,4.03,4.71,65115587,0,51.14,Rjava
6.8,4.89,3.84,4.58,65089781,1.83,34.8,Lisasta
12.2,4.73,3.8,4.95,65093926,0.54,46.53,Lisasta
7,6.37,4.1,4.48,65088538,2.38,35.74,Lisasta
6,5.11,3.93,4.77,65107823,0.52,46.79,Lisasta
0,4.08,3.86,4.79,65122298,0.42,48.67,Lisasta
34.6,3.75,3.81,4.9,65090828,0.83,41.64,Holstein
21.5,4.85,4.44,4.51,65090829,0,46.21,Holstein
9.8,4.41,3.72,4.46,65105849,1.21,44.29,Lisasta
0,4.88,3.35,4.9,65122309,1.18,48.21,Holstein
13.5,3.76,3.79,4.73,65105848,1.16,42.83,Lisasta
12.5,4.72,3.91,4.53,65105850,0.92,43.87,Lisasta
7.8,3.85,3.05,4.6,65092310,1.73,39.73,Lisasta
10.7,3.85,3.49,4.82,65104740,1.11,44.49,Holstein
6,4.97,4.02,4.79,65105686,0.35,49.83,Holstein
5.2,5.5,4.15,4.56,65105326,0,53.02,Lisasta
4.6,5.29,4.15,4.51,65105307,1.49,38.97,Lisasta
5.3,4.96,3.86,4.44,65101075,1.81,37.68,Lisasta
9,4.69,3.88,4.68,65105399,1.2,45.1,Lisasta
7.8,3.82,3.59,4.73,65097625,1.05,42.84,Holstein
12.8,3.81,3.6,4.74,65097623,1.14,42.38,Holstein
10,3.51,3.62,4.93,65097624,0.61,44.83,Holstein
10,3.11,3.88,4.77,65105585,1.32,41.1,Lisasta
